Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Position_ID,Industry,LDA_Topic,Raw_Text
0.003445367417384479,0.0034004211614209823,0.9862964753565382,0.003422156282323123,0.003435579782333268,10,Education,2,job responsibilities responsible teaching computer network courses technical secondary school serving class teacher work assigned school job requirements computer major strong language organization skills fluent mandarin solid professional knowledge love education love education good health honesty trustworthiness good conduct dedication students patience students management ability obey work arrangements actively conscientiously complete various tasks strong sense responsibility meticulous work
0.013414808608656036,0.01334529053045503,0.9464548197001454,0.013398253191267728,0.01338682796947573,11,Education,2,teach high school information technology courses computer application related majors teaching certificate teaching experience
0.01163824988600656,0.011188319179443367,0.9545686467688798,0.011308083791911148,0.011296700373759076,12,Education,2,responsible high school information technology selection examination tutoring one-on-one multiple improvement offline teaching adopt cooperative model must experience teaching
0.0011528724878726332,0.0011311049977952353,0.6110286753370103,0.3206092801566933,0.06607806702062848,13,Education,2,"looking education dreamers embarking new journey spring college entrance examination love education eager shine podium solid general technology information technology expertise look forward passing students looking institution dedicated providing students quality education recruiting general technology information technology teachers spring college entrance examination position advantages professional growth platform provide rich teaching resources professional training help continuously improve teaching level excellent teamwork grow together group teachers passionate education innovative spirit share teaching experience broad development space opportunity participate teaching reform curriculum development opening possibilities career development job requirements bachelor degree general technology information technology related majors familiar spring college entrance examination syllabus proposition trends good communication skills teamwork spirit able stimulate students interest learning strong sense responsibility professionalism committed contributing future development students fresh graduates 2023 2024 work address kunming vocational college art benefits comprehensive 4,000-6,000 yuan/month competitive salary performance bonus salary basic salary commission direct payment class fees comfortable working environment good office facilities colorful faculty activities team building educational dream eager show talents stage spring college entrance examination n't hesitate join us let us work together future students create better education tomorrow"
0.0048703005640757125,0.2693612784745758,0.7161551848647085,0.004805829787629767,0.004807406309010218,14,Education,2,high school information teacherjob responsibilities serving subject teacher class teacher according school needsqualifications bachelor degree related majors teacher qualification certificatehighly identify hailiang 's educationgood communication expression skills innovative abilitylove education love students optimistic enterprising responsible responsible contagiousgood continuous learning self-learning ability
0.014542451358983254,0.014659895640707387,0.4470408780451265,0.5092871152123533,0.01446965974282952,15,Education,3,job requirements patiently discover children 's problems help improve scores experience graduating classes required
0.0027774206834262323,0.002716943610274288,0.9890035630660943,0.00273808437816134,0.002763988262043694,16,Education,2,main responsibilities design implement series ai courses suitable primary secondary school students leverage latest ai technologies tools provide students practical learning experiences requirements bachelor 's degree ai related fields 1 year teaching experience ai computer science background preferred familiar ai basics technologies machine learning natural language processing good communication skills team spirit bonus points experience teaching programming languages ​​ experience organizing students participate ai-related competitions projects deep understanding educational technology able integrate new technologies teaching
0.033866742277804784,0.03350941172918893,0.8644079168199192,0.03458752826918805,0.03362840090389896,17,Education,2,part-time teacher on-campus teaching experience
0.003187587158147725,0.0031356527650726546,0.9873791859923998,0.00314776377440217,0.0031498103099775986,18,Education,2,job descriptionresponsible teaching lesson preparation high school information technology courses maintain school network system ensure network security smooth operation participate various information technology related activities organized school maintain good communication students parents pay attention students learning progress job requirements three years experience high school information technology teaching able complete teaching tasks independently good classroom management skills love education industry patience responsibility able stimulate students interest learning
0.03356036130132901,0.03342722782082918,0.8659117131477885,0.03354507199216033,0.033555625737893086,19,Education,2,serious responsible high school teaching certificate
0.002243997989195269,0.0022100998775469866,0.9910689198806955,0.002246981311136537,0.00223000094142572,20,Education,2,recruitment conditions bachelor degree high school teaching qualification high school teaching experience basic conditions recruitment abide constitution laws regulations people 's republic china love education familiar principles policies party state private education understand relevant laws regulations private education abide discipline good conduct good professional qualities professional job qualifications professional qualifications skills required recruitment position bachelor degree good physical mental conditions good language expression writing skills familiar official document writing computer office software operation strong organizational management skills communication cooperation skills strong sense professionalism innovation teamwork spirit strong management skills writing skills
0.008741026998537635,0.008722487095599304,0.9650618818942007,0.008731730983630968,0.008742873028031332,21,Education,2,responsible teaching high school information technology courses responsible office network maintenance repair use management hold high school teaching certificate professional technical certificate
0.002016829023732556,0.0019995928635975083,0.6378979057755508,0.0020295227300594293,0.35605614960705956,22,Education,2,job responsibilities responsible computer education teaching school academic affairs network management etc bachelor degree related majors fluent mandarin flexible thinking articulate strong language expression ability affinity priority given certain teaching experience teachers intermediate senior teacher qualifications preferred possess positive life beliefs rich scientific knowledge good mobilizing classroom atmosphere teamwork spirit organizational coordination skills centralized recruitment time interview morning trial lecture without students afternoon on-site questions resume delivery please bring originals copies personal information id card graduation certificate participate centralized recruitment interview location wuhu tongwen middle school 34 beijing west road jinghu district wuhu city school website wuhu tongwen middle school www.whtwzx.com
0.014425975634075888,0.01434705911721278,0.36353097784363475,0.014606928148424732,0.5930890592566518,23,Education,4,part-time job saturdays sundays work experience teach high school sophomores high school juniors
0.0015168238520773415,0.0014940268936764144,0.5137105639150654,0.00151942821391234,0.48175915712526857,24,Education,2,job requirements love motherland abide law healthy good conduct good teacher ethics love cause education agree values ​​and educational philosophy zhongxu tianxia education group bachelor 's degree teacher qualification certificate corresponding position applied strong affinity sense responsibility communication expression skills innovative spirit teamwork ability backbone teachers special teachers subject leaders teachers commended education authorities etc preferred particularly excellent teaching experience may appropriately relaxed conditions benefits five insurances one fund paid upon joining result-oriented performance-based reward policy implemented clear promotion mechanism competitive salary levels provide generous benefits housing subsidies meal subsidies holiday gifts annual physical examinations etc complete promotion training mechanism providing high-quality training resources across country teachers children given priority admission enjoy preferential tuition policies special teachers outstanding talents enjoy high-end talent introduction policy zhoushan implement annual salary system special talents special teachers famous teachers subject leaders enjoy special allowances
0.0029509811732026567,0.0029071007814299257,0.9882755325422322,0.0029354603248655958,0.002930925178269618,25,Education,2,job details teacher offline education job content responsible teaching lesson preparation high school information technology courses participate innovation optimization teaching content improve quality courses maintain good communication students parents pay attention students academic progress job requirements high school information technology teaching experience familiar relevant teaching syllabus able use interactive teaching methods stimulate students interest good professional ethics able provide students high-quality educational services proficient python applications computer networks
0.004404000731176177,0.004361668231358496,0.9824913660255024,0.0043695773163276285,0.004373387695635345,26,Education,2,job descriptionresponsible teaching lesson preparation high school information technology coursesparticipate educational activities improve students information technology capabilitiesmaintain good communication students parents pay attention students developmentjob requirements possess relevant knowledge high school information technology teachingbe able stimulate students interest improve teaching interactivityhave good communication skills teamwork spirit
0.012634146933609201,0.012575725630952283,0.9495277180433801,0.01262011752965486,0.012642291862403447,27,Education,2,responsible high school information technology teaching handling daily information technology work school three years work experience
0.2701895707797595,0.0007859575417196776,0.4534845215666508,0.2747343009851768,0.0008056491266932543,28,Education,2,"heze xingjian school modern boarding school integrating primary junior senior high school education key education project heze city built heze urban construction engineering development group co. ltd. first-level state-owned enterprise heze city huge investment cooperated shenzhou tianli group run schools school located west end zhonghua west road west luxi new district provincial-level new district shandong province covering area ​​more 130 acres total investment 380 million yuan construction area ​​71,000 square meters school scale accommodate 3,000 people experienced educator hope meet following conditions possess full-time undergraduate degree hold corresponding subject teacher qualification certificate mandarin level level 2 b backbone teachers must six years teaching experience primary schools must taught least two graduating classes junior high schools strong working ability famous excellent teachers must fifteen years teaching experience primary junior high schools rich teaching management experience outstanding teaching performance first prizes provincial municipal district subject competitions title backbone teachers subject leaders title excellent class teachers many years class teacher work experience given priority young educator hope meet following conditions fresh graduates education majors key normal universities bachelor 's degree fresh graduates full-time universities 985 211 institutions cross-border talents advantages subject professional knowledge strong love sense responsibility educational feelings career pursuits excellent personal qualities collaborative spirit excellent temperament good learning dare innovate obtain master 's doctoral degree school-level scholarships national inspirational scholarships school served student union cadres school given priority salary benefits annual income 100,000-180,000 yuan state-owned enterprises run schools listed companies operate stable platform five social insurances one housing fund commercial insurance annual physical examination holiday benefits winter summer vacations weekends children attending school canteens dormitories"
0.001070301782480619,0.0010665699349823045,0.4381985135201415,0.4897943276933392,0.06987028706905628,29,Education,3,"benefits fresh graduates completed basic class hours required school annual salary 50,000 70,000 yuan full-time teachers three years teaching experience competent teaching senior high school students annual salary 80,000 100,000 yuan backbone teachers subject leaders annual salary 100,000 120,000 yuan particularly outstanding students salary negotiable provide independent standard apartments basic living supplies free charge enjoy corresponding welfare insurance normal holiday subsidies round-trip travel subsidies winter summer vacations enjoy unified tourism welfare policy organized school handle normal professional title promotion business assessment evaluation model selection school currently formulated long-term stable talent introduction strategy particularly outstanding well-documented talents directly hired direct recruitment principal directly join school enjoy star-level annual salary teacher treatment job details committed private education identify group 's school-running philosophy strong sense responsibility team spirit applicants bachelor 's degree normal education corresponding teacher qualification certificate teaching experience awarded outstanding student leaders college given priority applicants graduated 985 211 universities hold teacher qualification certificate exempted examination signed directly applicants awarded titles `` teaching expert '' `` subject leader '' `` backbone teacher '' `` excellent teacher '' `` famous teacher '' `` excellent class teacher '' `` model teacher '' provincial municipal county levels interviewed hired"
0.00559518730317595,0.005569648247522703,0.14508861628250008,0.6808877817230002,0.16285876644380098,30,Education,3,working period 1 month working period per week 5 days working hours 19 00-21 00 working period working day settlement method monthly recruitment deadline 2025-02-14 job content responsible content high school information technology qualification examination
0.048223081022034625,0.0051642759441026,0.936272886802806,0.005166587312819889,0.005173168918236894,31,Education,2,basic conditions good health progressive thinking hardworking class teacher first obtain teacher qualification certificate corresponding subject job requirements bachelor degree teacher qualification certificate corresponding level experience organizing clubs youth league committee secretary first able handle repair general network computer problems
0.013503927301949447,0.013538514629675914,0.711226918517703,0.24817382847549463,0.013556811075177111,32,Education,2,familiar information technology related content high school tutoring experience best single recruitment training teaching
0.15667492221453966,0.0063149657656232615,0.5410754754680432,0.2895461744706241,0.006388462081169805,33,Education,2,graduation certificate relevant major holding teacher qualification certificate mandarin level 2a trial teaching position determines unified trial teaching topic interview mainly test applicant 's teaching ability management ability personality characteristics comprehensive quality etc
0.001622717459671998,0.0016074268238032018,0.37994436005336546,0.23027382703760574,0.38655166862555357,34,Education,4,recruitment requirements bachelor degree teacher training computer science full-time school teaching 4 years preferred good programming stem teaching etc note job responsibilities responsible primary school information technology teaching extended courses treatment benefits annual salary 10+ pay five insurances one fund required excellent teacher salary interview training benefits provide high-quality education training opportunities enjoy regular domestic foreign business training working meals three meals provided free charge accommodation benefits female teachers outside cixi city school provides free dormitories children 's education benefits teachers children enjoy strong tuition discount policy studying school health check-up annual physical examination benefits travel benefits year travel team building semester performance bonus according performance appraisal 120 semester performance bonus teaching award fund school set special teaching award fund 1 million teachers reward teachers made contributions school personal protection benefits
0.002491815132396935,0.002447709049953259,0.6404686080978872,0.0025024119992168694,0.35208945572054573,35,Education,2,fresh college graduates full-time undergraduate graduates master 's doctoral graduates preferred good overall quality sunny attitude cheerful personality strong language expression ability standard hard pen calligraphy standard mandarin outstanding personal talents mature/backbone teachers 50 years old undergraduate normal/comprehensive colleges subject-related majors excellent professional grades holding teacher qualification certificate strong overall quality plasticity accurate unique understanding teaching materials teaching methods class management high professional level strong professional ability age limit senior teachers special teachers provincial academic technical leaders appropriately relaxed
0.0013430809065994797,0.0013318487883585805,0.8003293275929623,0.0013616312567550448,0.19563411145532464,36,Education,2,job responsibilities carefully prepare lessons teach assign check homework conduct monthly tests etc ensure quality personalized teaching tutoring improve students academic performance comprehensive quality maintain good communication home school cultivate students good learning habits improve learning ability academic performance cooperate academic affairs office class teacher provide services students parents improve satisfaction students parents actively participate teaching research activities improve professional ability improve level personalized tutoring job requirements abide constitution laws people 's republic china good conduct professional ethics graduates bachelor 's degree corresponding subject teaching qualifications level 2 b putonghua proficiency test certificate among chinese english level 2 putonghua proficiency test certificate benefits purchase relevant insurance provide working meals provide double suite apartments issue major holiday condolence money holiday gifts etc joining school young teachers included school 's qinglan project training plan provide high-quality services teachers professional development continuing education title application special instructions please compress package resume relevant qualification certificates send school email address name file zilong school application subject name
0.0064647321900225966,0.0064643195652623895,0.13702215978230617,0.8435257193288452,0.00652306913356361,37,Education,3,working period 3 months working period per week 3-4 days working hours unlimited working period working day settlement method monthly recruitment deadline 2024-12-21 tutoring high school entrance examination independent lesson preparation
0.001996824896910061,0.001974169680763068,0.6715024751869119,0.0019951548895417166,0.3225313753458733,38,Education,2,benefits comprehensive salary 7k-9k negotiable paid winter summer vacations five insurances one fund purchased upon joining company holiday gifts teacher 's day holiday benefits birthday gifts etc flat management good working atmosphere professional high-quality team job responsibilities according teaching arrangement responsible teaching corresponding subjects high school grades good teaching students accordance aptitude according actual situation students formulate appropriate teaching plans provide guidance learning methods maintain school computers all-in-one computers social insurances job requirements undergraduate degree related normal majors hold high school teacher qualification certificate excellent professional skills good learning ability good organizational skills communication skills coordination skills love education industry friendly patient work hard steadily
0.003066092543720759,0.04903259842773368,0.5528922429756984,0.39194951050983823,0.00305955554300903,39,Education,2,working period long-term part-timeworking period per week requirementworking hours unlimitedworking period unlimitedsettlement method dailyrecruitment deadline 2024-05-31job responsibilities responsible one-on-one teaching information technology high school students according specific situation student prepare class reasonably effectively actively communicate students cultivate students enthusiasm learningjob requirements high school teaching qualifications practical teaching experience information technology general technology subjects preferred in-depth research information technology general technology preferred full-time part-time acceptable
0.002632521785828509,0.0026069345364776557,0.9895206510660376,0.002620236064030232,0.002619656547626109,40,Education,2,information technology related majors bachelor degree 3-5 years teaching experience colleges universities level high school teacher qualification certificate postgraduate degree major matching priority given independent teaching experience corresponding professional titles assistant-level professional title certificate junior double-teacher certificate obtained high-quality courses open courses municipal level given priority high level professional technical skills strong sense responsibility dedication love student education strong technical ability competent teaching strong organizational management skills writing language expression skills proficient office software
0.008069740335310103,0.05009800307894707,0.22860279157036378,0.7050526883611975,0.008176776654181537,41,Education,3,working hours limit working period limit settlement method monthly recruitment deadline 2021-11-30 job content responsible teaching information technology subjects high school students
0.011297631094015378,0.011243544645777138,0.8670698633348192,0.011338314943491388,0.09905064598189675,42,Education,2,patience responsibility required one-on-one small class teaching experience preferred bachelor degree salary negotiable strong ability rich teaching experience
0.0014566542071527318,0.0014262718388111503,0.4807354976276911,0.5149303411516413,0.0014512351747036005,43,Education,3,job responsibilities compilation subject-related knowledge points test points corresponding question banks participation teaching research activities subject group including development personalized lesson plans lesson polishing etc personalized teaching outstanding abilities appointed class teachers conduct class teaching job requirements love education willing work hard education industry possess qualities teacher good subject knowledge good communication skills sense responsibility identify culture geili education salary growth new teachers receive paid training taught dedicated veteran teachers opportunities promotion within 3-6 months employment employees participate special course `` middle school student career planner '' training held geili education pass assessment opportunity apply become `` assistant career planner '' provide face-to-face guidance career planning high school students growth path teaching ability growth junior teacher intermediate teacher senior teacher silver medal teacher gold medal teacher career planning ability growth assistant career planner career planner management ability growth teacher teaching research group leader academic director principal
0.001594528000511886,0.0015836161190753888,0.6910960570247467,0.30412146982257865,0.0016043290330873979,44,Education,2,working cycle long-term part-time weekly working period requirements working hours unlimited working period unlimited settlement method monthly recruitment deadline 2025-06-21 teaching carefully prepare teach students accordance product requirements teaching objectives student conditions obey school 's class schedule go get class time according course schedule strictly abide school 's regulations leave class adjustment teaching process carry good class control classroom management actively communicate students parents class continuously improve course understand needs students parents maintain relationship two parties strictly forbidden students parents complain teachers teaching attitudes teaching quality etc ii teaching research complete teaching research tasks related teaching research summaries regularly according company 's requirements regularly according company 's requirements attend teaching research meetings teacher training time quantity absent iii tasks assigned superiors actively cooperate tasks issued superiors including cooperating operation department conduct lectures home-school communication duty necessary etc
0.003990588921514888,0.003936777709662657,0.40731949122106365,0.5806802179363183,0.004072924211440535,45,Education,3,"competent high school information technology teaching tasks complete teaching goals high school chinese mathematics english chemistry physics biology geography history politics subjects recruiting limited normal schools limited majors teachers teaching experience management experience preferred annual salary 60,000-180,000 five insurances one fund food accommodation included paid vacations great room promotion"
0.00817315637664122,0.008103352670163915,0.7558408219945613,0.008176511678453877,0.21970615728017978,46,Education,2,job requirements familiar scope academic examination key knowledge academic examination teaching experience teaching plan teaching program class time monday friday 6 00 8 00 p.m. class location jiangnan
0.0009116947515934107,0.0009022844259963662,0.9066012608362992,0.0009152337090563213,0.09066952627705464,47,Education,2,"teaching management responsible teaching teaching management high school courses participate coordination cooperation lesson preparation group complete teaching tasks complete teaching schedule summary report related work time course design implementation according school work plan information technology education plan formulate semester computer internship plan conscientiously implement various rules regulations master common computer hardware software network knowledge regularly inspect maintain relevant equipment ensure normal use computer equipment teaching research activities participate teaching research activities actively carry teaching research work improve teaching quality assist departments teaching management student management maintain good relationship parents students answer questions timely manner give feedback supervisors timely manner pay attention students mental health provide psychological counseling students communicate exchange students parents regularly tasks obey work tasks arranged leadership conscientiously perform duties class teacher actively participate ideological political education students help students develop good learning habits cultivate students independent learning ability job requirements educational background bachelor degree major studied consistent teaching subject teaching experience 3 years teaching experience subject professional skills able master professional skills database computer principles computer network technology etc personal qualities love education sense responsibility patience lively cheerful personality strong communication skills strong affinity benefits monthly salary 5,000-10,000 yuan five insurances one fund statutory holidays team dinners birthday condolences union benefits accommodation dining subsidies paid winter summer vacations interview location boda training school 217 guangnan road shuidong town dianbai district maoming city"
0.0010955183103084855,0.0010957183939015553,0.9956089303978621,0.0011039563444761506,0.0010958765534515677,48,Education,2,hope love education love job students good conduct professional ethics physical conditions meet requirements position healthy motivated strong sense professionalism responsibility strong organizational coordination skills teamwork spirit professional skill conditions required position good subject knowledge reserves professional qualities application conditions full-time university undergraduate degree professional counterparts hold teacher qualification certificate abide laws regulations love education love job good teacher professional ethics strong professional skills superb subject business strong communication expression skills teamwork spirit innovation awareness english teachers junior high school english teachers must obtain english level 6 certificate speak fluently high school english teachers outstanding teaching ability rich experience national provincial municipal competition winners subject leaders teaching experience tsinghua peking university classes preferred psychological teachers must graduate psychology hold mental health education certificate notes applicants bring following relevant materials in-service teachers personal resume id card teacher qualification certificate graduation certificate professional title certificate honorary certificate original documents fresh graduates personal resume employment agreement employment recommendation form academic transcript id card honorary certificate original documents matters covered please contact school office start work passing interview recruitment location enping huanggang experimental middle school search `` enping huanggang experimental middle school '' navigation
0.0010390752552422065,0.0010255337226849422,0.9958757708959998,0.0010289462328425894,0.0010306738932304182,49,Education,2,【job responsibilities】 teaching design based teaching syllabus national curriculum standards formulate teaching plans clarify teaching objectives course arrangements evaluation methods provide diversified learning resources stimulate students interest learning classroom teaching in-depth guidance front-line teachers various related disciplines school carry information technology course teaching able use comprehensive systematic technical knowledge practical skills help students gradually improve ability use innovate information technology promote school form significant advantage field information technology teaching create school demonstration effect region student evaluation design implement tests homework projects evaluate students learning outcomes regular design tasks practical projects master knowledge skills give detailed feedback personalized guidance guidance practice guide students participate various information technology-related competitions practical activities robot competitions programming competitions etc. cultivate students practical ability innovative thinking work integrate resources keep pace times assist promoting school 's office teaching informatization intelligentization related work 【qualifications】 full-time undergraduate degree computer science information technology related majors artificial intelligence background preferred master basic knowledge computer science language skills ability teach experiment artificial intelligence courses pay attention latest developments information technology constantly learn new knowledge skills continuously improve professional level hold teacher qualification certificate industry practice competition award experience preferred love education patient responsible spirit teamwork innovation team management experience preferred
0.010172985943006497,0.010067655018775558,0.9594141617742645,0.010265567509426862,0.010079629754526523,50,Education,2,full-time undergraduate full-time master 's degree possess corresponding high school teacher qualification certificate work location yangjiang guangfu art middle school
0.8178239189845711,0.0005045063815991791,0.18064479743483786,0.0005122456647108191,0.0005145315342810979,51,Education,0,poker city obtained qualification evaluation professional skill level certification shanghai municipal human resources social security bureau carry social professional skill level certification two professions animation producer computer programmer according national standards poker game education brand `` poker hall '' offers series online boutique courses covering multiple course modules popular science game industry game development training animation skill improvement aigc skill improvement covering areas game industry all-round way helping practitioners improve multiple dimensions adapt diversified needs industry company rely various resources establish high-skilled talent base game industry multiple functions education training examination certification practical training operation ability assessment game education `` let game knowledgeable let knowledge gamified '' slogan~ poker city looking expert field computer programming responsible organizing carrying teaching research educational information product design work position directly participate construction game development professional skill level certification system implement integration industry education promote cultivation high-skilled talents job responsibilities according national standards industrial skill requirements responsible research development teaching products including curriculum design question design teaching materials output related research development work responsible school-enterprise cooperation projects assist teachers building new digital courses ai+ professional teaching explore application ai/vr technologies vocational skills training promote teaching reform use gamification thinking design training tools develop lightweight teaching auxiliary programs simulation examination systems skill challenge platforms etc assist docking maintaining relevant partners including vocational schools universities government departments experts promote win-win business cooperation job requirements education background bachelor degree majoring computer science software engineering information technology digital media technology etc advanced computer programmer professional skill level certificate preferred professional knowledge familiar least one mainstream programming language understand basics computer programming experience small program development use aigc tools use game engines unity/unreal extra points work experience 5 years experience teaching research related computer majors development education training products able independently complete course development training implementation experience computer artificial intelligence training certification projects preferred personal qualities self-driven good communication skills optimistic positive conscientious responsible work dare take responsibility open learning attitude withstand certain work pressure interested cross-border love game animation industry committed developing field game education uphold brand proposition `` wild free '' adhere cultural concept always starting business simple pragmatic open inclusive courageous take responsibility here—— attitude emphasize self-drive boundaries one define stage ceiling atmosphere internal really flat opinions different views newcomers may become key poker 's progress growth mentors growth partners soon join company internal sharing external experts help break life three meals day afternoon tea housing subsidy apartments choose holiday clubs overseas tours ... let game work also life
0.0026392027132386034,0.00261267091320324,0.49808955639719,0.4940196199595376,0.0026389500168304864,52,Education,2,working period long-term part-time weekly working period requirement working hours unlimited working period unlimited settlement method monthly recruitment deadline 2025-06-30 job content mainly responsible daily teaching work information technology professional disciplines help students improve learning interest master good learning methods actively participate subject teaching research activities continuously improve teaching level job requirements bachelor degree related majors preferred love education pursue education persistently sense responsibility job sense teamwork collective honor patient meticulous down-to-earth hard-working
0.0038144400787907475,0.0037972095502411215,0.19267282698449367,0.7958813105440429,0.0038342128424315473,53,Education,3,working period long-term part-time weekly working period requirement working hours unlimited working period weekends holidays settlement method monthly recruitment deadline 2024-12-04 teach tutor junior high school high school students 2 conduct one-on-one small class teaching 3 familiar master knowledge points test points 4 good learning positive 5 responsible students love education 6 work part-time full-time
0.001121945624717322,0.0011028162691809004,0.5982865664364904,0.0011232859273922501,0.3983653857422191,54,Education,2,"【job requirements】 in-depth research courses taught understand essence subject grasp curriculum standards solid professional knowledge good teaching ability follow rules learning respect students differences carry classroom teaching effectively passionate work attitude open learning mentality spirit cooperation good patience communication skills fresh graduates bachelor degree majors match subject graduates 985 211 double first-class universities preferred extraordinary talents subject limit mature teachers bachelor degree 3 years teaching experience famous excellent backbone teachers special teachers preferred extraordinary talents subject limit hold teacher qualification certificate consistent subject 【salary benefits】 undergraduate master graduates annual salary primary school teachers tax 70,000-120,000 annual salary junior senior high school teachers tax 80,000-130,000 annual salary backbone teachers tax 120,000-300,000 special talents salary negotiated post-by-post basis pay five social insurances one housing fund enjoy annual physical examinations enjoy holiday benefits union interest courses teachers children enroll free tuition school provides free single apartments provides subsidies on-campus dining expenses participate immersion visiting studies famous domestic foreign universities provide various forms teacher training improve professional level aspects welcome follow official wechat public account guigang boya public school"
